areaName,Borough,areaType,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09
East Village,Manhattan,neighborhood,1150000.000,1197000.000,1172500.000,1099000.000,1075000.000,1124500.000,1124500.000,1100000.000,895000.000,985000.000,960000.000,992000.000,960000.000,925000.000,925000.000,940000.000,910000.000,895000.000,972500.000,999000.000,1125000.000,1200000.000,1274500.000,1297500.000,1350000.000,1345000.000,1107500.000,1065000.000,1097500.000,950000.000,995000.000,985000.000,995000.000,975000.000,995000.000,1095000.000,975000.000,1085000.000,972500.000,995000.000,1187500.000,1575000.000,1585000.000,1650000.000,1650000.000,1650000.000,1600000.000,1375000.000,1237500.000,1400000.000,1380000.000,1390000.000,1945000.000,1885000.000,1885000.000,1897500.000,1860000.000,1797500.000,1925000.000,1827500.000,1815000.000,1797000.000,1722500.000,1747500.000,1575000.000,1350000.000,1375000.000,1349000.000,1250000.000,1250000.000,1425000.000,1750000.000,1750000.000,1495000.000,1675000.000,1675000.000,1655000.000,1537500.000,1490000.000,1525000.000,1635000.000,1625000.000,1560000.000,1555000.000,1635000.000,1650000.000,1675000.000,1662500.000,1675000.000,1675000.000,1749500.000,1752500.000,1999000.000,1981875.000,1770000.000,1395000.000,1472500.000,1495000.000,1575000.000,1472000.000,1415000.000,1777500.000,1699000.000,1795000.000,1745000.000,1595000.000,1537500.000,1499000.000,1499000.000,1495000.000,1575000.000,1650000.000,1650000.000,1597500.000,1597500.000,1622500.000,1700000.000,1749000.000,1815000.000,1900000.000,1885000.000,1885000.000,1897500.000,1900000.000,1995000.000,1995000.000,1998500.000,1837500.000,1774500.000,1875000.000,1799000.000,1750000.000,1750000.000,1685000.000,1675000.000,1687500.000,1695000.000,1500000.000,1375000.000,1490000.000,1509000.000,1562500.000,1612500.000,1660000.000,1612500.000,1612500.000,1674750.000,1575000.000,1647500.000,1792500.000,1665000.000,1499000.000,1685000.000,1800000.000,1950000.000,2175000.000,1950000.000,2100000.000,1947000.000,1695000.000,1795000.000,1799000.000,1795000.000,1865000.000,1897000.000
Eastchester,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edenwald,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elmhurst,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318888.000,318888.000,308944.000,299000.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530000.000,530000.000,530000.000,,,,499000.000,525000.000,511500.000,,,,,,,,,818940.000,653625.000,675938.000,653625.000,698250.000,686625.000,733125.000,650000.000,576500.000,581500.000,638525.000,649500.000,656040.000,650000.000,649500.000,650000.000,650000.000,610000.000,625450.000,637725.000,700000.000,714500.000,,,,,,,,,,,,,524944.000,554444.000,549888.000,,,,588000.000,569500.000,563500.000,578000.000,603950.000,620389.000,662889.000,599000.000,599000.000,599000.000,624500.000,599000.000,540000.000,599000.000,571500.000,550000.000,575000.000,575000.000,598000.000,638500.000,598000.000,575000.000,569000.000,569000.000,558000.000
Financial District,Manhattan,neighborhood,995000.000,1043322.000,1050000.000,979500.000,1050000.000,975000.000,995000.000,975000.000,999000.000,1000000.000,1000000.000,1000000.000,1050000.000,1050000.000,999000.000,1050000.000,995000.000,990000.000,970000.000,959000.000,970000.000,1095000.000,1050000.000,1099000.000,1095000.000,1095000.000,969500.000,949000.000,960000.000,1010000.000,1004500.000,1050000.000,1130000.000,1100000.000,1100000.000,1177500.000,1189000.000,1250000.000,1220000.000,1200000.000,1225000.000,1225000.000,1197000.000,1195000.000,1275000.000,1295000.000,1420000.000,1399000.000,1297000.000,1199000.000,1195000.000,1169000.000,1195900.000,1189750.000,1250000.000,1288000.000,1400000.000,1640000.000,1650000.000,1750000.000,1722500.000,1795000.000,1700000.000,1700000.000,1650000.000,1646250.000,1682500.000,1645750.000,1690000.000,1697500.000,1700000.000,1850000.000,1895000.000,1800000.000,1920000.000,1799000.000,1790000.000,1770000.000,1700000.000,1725000.000,1660000.000,1559000.000,1612500.000,1675000.000,1650000.000,1635000.000,1559000.000,1559000.000,1475000.000,1390000.000,1450000.000,1375000.000,1345000.000,1345000.000,1345000.000,1325000.000,1299000.000,1235000.000,1235000.000,1225000.000,1250000.000,1225000.000,1230000.000,1345000.000,1295000.000,1299000.000,1295495.000,1325000.000,1400000.000,1380000.000,1345000.000,1355990.000,1349900.000,1385000.000,1349900.000,1345000.000,1345000.000,1349950.000,1437500.000,1410000.000,1513000.000,1395000.000,1404500.000,1399000.000,1399000.000,1262500.000,1195000.000,1225000.000,1199000.000,1249500.000,1199000.000,1237500.000,1225000.000,1300000.000,1295000.000,1322500.000,1300000.000,1295000.000,1250000.000,1250000.000,1200000.000,1300000.000,1395000.000,1405000.000,1499000.000,1400000.000,1400000.000,1395000.000,1375000.000,1299000.000,1342000.000,1350000.000,1350000.000,1328000.000,1399000.000,1445000.000,1395000.000,1340000.000,1299000.000,1299500.000,1299000.000,1337500.000,1350000.000,1285000.000,1250000.000
Flatbush,Brooklyn,neighborhood,,,339000.000,339000.000,339500.000,345000.000,345000.000,340000.000,339000.000,339000.000,339000.000,335000.000,335000.000,340000.000,339000.000,335000.000,335000.000,330000.000,299000.000,292000.000,312000.000,292000.000,299500.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559999.000,559999.000,559999.000,565000.000,559999.000,555000.000,537500.000,,,,,650000.000,617500.000,585000.000,585000.000,572000.000,567000.000,600000.000,615000.000,630000.000,690000.000,690000.000,740000.000,775000.000,775000.000,820000.000,797500.000,775000.000,775000.000,775000.000,600000.000,600000.000,670000.000,710000.000,670000.000,699000.000,615000.000,549000.000,565000.000,549000.000,557500.000,620000.000,565000.000,625000.000,580000.000,580000.000,580000.000,580000.000,540000.000,623500.000,,580000.000,604500.000,609000.000,669500.000,609500.000,600000.000,592000.000,592500.000,582500.000,639500.000,610000.000,575000.000,610000.000,682000.000,642998.000,599000.000,599450.000,599000.000,617500.000,597450.000,595000.000,600000.000,597500.000,595000.000,592500.000,589500.000,572000.000,569000.000,530000.000,525000.000,579000.000,585000.000,559500.000,572000.000,575000.000,550000.000,550000.000,550000.000,550000.000,550000.000,555000.000,550000.000
Flatiron,Manhattan,neighborhood,2495000.000,2350000.000,2075000.000,1995000.000,2137000.000,1992500.000,1995000.000,2100000.000,1982500.000,1992500.000,2097500.000,2170000.000,2295000.000,2250000.000,2280000.000,2625000.000,2450000.000,2280000.000,2750000.000,2055000.000,2000000.000,2022500.000,1900000.000,1900000.000,2100000.000,1900000.000,1935000.000,1995000.000,1900000.000,1985000.000,2025000.000,1937500.000,1950000.000,1950000.000,1850000.000,1795000.000,1912500.000,1800000.000,2320000.000,2462500.000,2385000.000,2500000.000,2787500.000,2500000.000,2695000.000,2745000.000,3250000.000,3700000.000,3375000.000,3520000.000,2862000.000,3100000.000,3125000.000,2500000.000,2500000.000,2549000.000,2556750.000,2699000.000,2950000.000,3500000.000,3774995.000,3534995.000,4250000.000,4225000.000,4055000.000,3695000.000,3697500.000,3700000.000,3500000.000,3252500.000,3250000.000,3297500.000,3374990.000,3272500.000,3225000.000,3105000.000,3050000.000,2995000.000,3424995.000,3337495.000,3450000.000,3450000.000,3975000.000,3822500.000,3975000.000,3975000.000,3450000.000,3155000.000,3210000.000,3200000.000,3155000.000,3177500.000,3074990.000,2995000.000,2995000.000,3125000.000,3010000.000,2950000.000,2895000.000,3100000.000,2995000.000,2995000.000,2995000.000,2995000.000,2995000.000,2890000.000,2870000.000,2970000.000,2975000.000,3000000.000,2995000.000,3150000.000,3100000.000,2790000.000,2950000.000,2895000.000,2732500.000,2695000.000,2970000.000,2735000.000,2762500.000,2895000.000,2805000.000,2732500.000,2802500.000,2802500.000,2655000.000,2690000.000,2762500.000,2670000.000,2690000.000,2660000.000,2700000.000,2850000.000,2895000.000,2750000.000,2867500.000,2895000.000,2895000.000,2925000.000,2999500.000,3000000.000,2997000.000,2995000.000,2995000.000,3285000.000,3285000.000,2995000.000,2995000.000,2997500.000,2995000.000,2995000.000,3225000.000,3200000.000,3200000.000,3469000.000,3395000.000,3395000.000,3000000.000,3050000.000,2995000.000,3150000.000,3495000.000,3495000.000,3497500.000
Flatlands,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Floral Park,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flushing,Queens,neighborhood,549070.000,550140.000,549070.000,549070.000,525000.000,527000.000,525000.000,498000.000,498000.000,459000.000,449000.000,439000.000,444000.000,444000.000,444000.000,453500.000,458500.000,459000.000,410000.000,479000.000,509000.000,515000.000,509500.000,545750.000,595000.000,680000.000,714000.000,642625.000,682000.000,687750.000,637875.000,628375.000,640500.000,675000.000,768250.000,773500.000,777000.000,795400.000,801800.000,796500.000,808150.000,876750.000,876750.000,968625.000,987000.000,950250.000,434888.000,511888.000,,360888.000,359888.000,359888.000,359888.000,372888.000,367888.000,375888.000,374388.000,367888.000,408888.000,550000.000,580000.000,559500.000,634888.000,649888.000,636888.000,649888.000,640888.000,688944.000,699000.000,728800.000,715344.000,699000.000,726888.000,726888.000,806888.000,806888.000,731888.000,726888.000,628444.000,770388.000,808000.000,816888.000,823888.000,928888.000,935888.000,904388.000,1014888.000,1055888.000,1004394.000,903944.000,881388.000,960888.000,987888.000,968888.000,844000.000,838000.000,769888.000,925888.000,870000.000,849500.000,838000.000,899000.000,1022444.000,998444.000,1011388.000,983944.000,983944.000,1016944.000,1024888.000,999000.000,863000.000,845000.000,839500.000,862000.000,868000.000,868000.000,862000.000,833388.000,828000.000,836944.000,762500.000,763160.000,759100.000,823112.000,838000.000,830888.000,823112.000,841539.000,863039.000,847190.000,925445.000,950000.000,777325.000,743700.000,747400.000,749900.000,738000.000,742500.000,745000.000,750000.000,788000.000,788000.000,835888.000,949000.000,901146.000,938000.000,897925.000,898000.000,910000.000,868557.000,848953.000,868557.000,829000.000,848000.000,884500.000,789445.000,786700.000,786255.000,790000.000,798000.000,799500.000,780000.000,731071.000,727124.000,745518.000
Fordham,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forest Hills,Queens,neighborhood,549000.000,524000.000,550000.000,562000.000,624000.000,695000.000,695000.000,599000.000,595000.000,624000.000,624000.000,597000.000,672000.000,649000.000,649000.000,624000.000,597000.000,695000.000,649000.000,529000.000,568900.000,518900.000,511500.000,485000.000,481875.000,478750.000,469000.000,478750.000,473000.000,469000.000,475000.000,519000.000,485000.000,475000.000,485000.000,480000.000,485000.000,449000.000,449000.000,435000.000,474500.000,578370.000,499999.000,522500.000,525000.000,537500.000,525000.000,824500.000,,807623.000,679000.000,679000.000,679000.000,652000.000,769000.000,697000.000,769000.000,814500.000,814500.000,864500.000,875000.000,875000.000,860000.000,850000.000,850000.000,847000.000,912000.000,725000.000,700000.000,849500.000,750000.000,750000.000,850000.000,754000.000,664000.000,694500.000,664000.000,639000.000,825000.000,639000.000,587000.000,546200.000,549000.000,546200.000,549000.000,546200.000,543400.000,537350.000,569800.000,596200.000,559000.000,583500.000,789000.000,679000.000,765500.000,829000.000,789000.000,769000.000,749000.000,750000.000,749000.000,749500.000,625000.000,750000.000,720000.000,753000.000,750000.000,780000.000,928000.000,950000.000,760000.000,770000.000,760000.000,735500.000,849000.000,869000.000,770000.000,919500.000,770000.000,729000.000,727000.000,624000.000,689000.000,709000.000,764000.000,729000.000,657000.000,653500.000,653500.000,669000.000,669000.000,669000.000,699500.000,699500.000,717500.000,669500.000,669500.000,740000.000,747000.000,740000.000,715000.000,740000.000,769500.000,925000.000,837500.000,799888.000,825000.000,810000.000,795000.000,659000.000,734000.000,667500.000,791500.000,789500.000,776000.000,790000.000,756000.000,756000.000,789000.000,756000.000,749000.000,763000.000,806000.000,806000.000,898000.000
Fort Greene,Brooklyn,neighborhood,575000.000,570610.000,577220.000,625000.000,637000.000,550000.000,499500.000,497000.000,495000.000,590000.000,499000.000,595000.000,622000.000,640000.000,610000.000,635000.000,655000.000,655000.000,655000.000,655000.000,647500.000,640000.000,650000.000,677000.000,687000.000,685000.000,694500.000,699000.000,714500.000,714500.000,674500.000,765000.000,765000.000,807500.000,830000.000,835000.000,840000.000,865000.000,922000.000,949000.000,1024500.000,998750.000,1034500.000,967000.000,1087500.000,998500.000,998500.000,,1049250.000,1037500.000,990000.000,939500.000,1045000.000,1045000.000,894000.000,894000.000,899000.000,894000.000,899000.000,,899000.000,999000.000,1062500.000,899000.000,949250.000,1050000.000,1099000.000,1099000.000,1037500.000,1090000.000,1050000.000,980000.000,970000.000,980000.000,1050000.000,980000.000,970000.000,950000.000,970000.000,927500.000,975000.000,1079000.000,975000.000,980000.000,1095000.000,1147000.000,1474000.000,1449000.000,1395000.000,1324500.000,1250000.000,1399000.000,1350000.000,1375000.000,1387000.000,1624500.000,1299000.000,1625000.000,1500000.000,1200000.000,1499000.000,1494500.000,1445000.000,1495000.000,1475000.000,1295000.000,1472500.000,1472500.000,1437500.000,1250000.000,1222500.000,1100000.000,1050000.000,1100000.000,1100000.000,1075000.000,1249000.000,1349000.000,1397000.000,1449500.000,1547000.000,1349000.000,1162500.000,,1272500.000,1325000.000,1287500.000,1245000.000,1075000.000,1099000.000,1075000.000,999500.000,999000.000,999000.000,1100000.000,969500.000,1125000.000,1149000.000,1149000.000,1207000.000,999999.000,1349000.000,1464500.000,1599000.000,1464500.000,1324900.000,1349000.000,1247000.000,1375000.000,1324900.000,1324900.000,1227550.000,1350000.000,1350000.000,1499500.000,1499000.000,1499500.000,1497000.000,1499000.000,1500000.000,1499000.000,1495000.000,1484000.000,1400000.000,1434500.000
Fresh Meadows,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gerritsen Beach,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glen Oaks,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glendale,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gowanus,Brooklyn,neighborhood,530000.000,530000.000,530000.000,529500.000,544500.000,550000.000,549999.000,595000.000,595000.000,640500.000,632000.000,640500.000,595000.000,595000.000,658000.000,670500.000,682500.000,654000.000,691000.000,694500.000,723000.000,620000.000,715000.000,749500.000,750000.000,811000.000,762000.000,749000.000,749000.000,,,,,,,,,,,,,,,,,,,,,,665000.000,665000.000,,,,,,,,,,837000.000,,,,,,,,,,,,,,,,,,,,,,,,,1072750.000,,,,,,,1095000.000,775000.000,725000.000,740000.000,740000.000,740000.000,760000.000,775000.000,795000.000,780000.000,777500.000,770000.000,777000.000,777000.000,775000.000,774800.000,774800.000,774800.000,767500.000,782500.000,775000.000,796000.000,795000.000,802500.000,821500.000,821500.000,802500.000,802500.000,1015000.000,1050000.000,749500.000,755000.000,922500.000,1107500.000,1095000.000,1100000.000,1097500.000,1095000.000,849500.000,849500.000,899500.000,990000.000,1100000.000,1175000.000,1080000.000,1187500.000,1199999.000,1237500.000,1237500.000,2250000.000,2100000.000,1950000.000,1837500.000,1295000.000,1200000.000,1134000.000,1250000.000,1212500.000,1175000.000,1114500.000,,,,,,,965000.000,927500.000,1099000.000,,1400000.000,1385000.000
Gramercy Park,Manhattan,neighborhood,1285000.000,1275000.000,1152500.000,1150000.000,1180000.000,1200000.000,1200000.000,1200000.000,1175000.000,1175000.000,1225000.000,1315000.000,1335000.000,1425000.000,1387000.000,1175000.000,1375000.000,1049000.000,985000.000,955000.000,969000.000,972000.000,985000.000,998000.000,990000.000,965375.000,965000.000,955750.000,952875.000,1200000.000,1200000.000,1297500.000,2140000.000,2190000.000,2115000.000,2130000.000,2190000.000,2340000.000,2130000.000,2200000.000,2327495.000,2414990.000,2208990.000,2293995.000,1822500.000,1795000.000,1875000.000,1867500.000,2229990.000,2470995.000,2406990.000,2264995.000,2378495.000,2212495.000,1897500.000,1897500.000,1895000.000,2132500.000,2289000.000,2300000.000,2110000.000,2295000.000,1890000.000,1870000.000,1890000.000,1895000.000,1900000.000,1845000.000,1705000.000,1750000.000,2195000.000,2195000.000,1849000.000,1705000.000,1727000.000,1610000.000,1750000.000,1705000.000,1727000.000,1700000.000,1875000.000,2000000.000,2150000.000,2150000.000,2245000.000,2150000.000,2225000.000,2195000.000,2195000.000,2150000.000,2172500.000,1972500.000,2200000.000,2215000.000,2155000.000,2200000.000,2195000.000,1972500.000,1995000.000,1995000.000,1812500.000,1847500.000,1875000.000,2155000.000,1995000.000,2070000.000,2000000.000,2037500.000,2005000.000,2080000.000,1995000.000,1995000.000,1995000.000,1995000.000,2150000.000,2075000.000,2225000.000,2090000.000,2250000.000,2298000.000,2350000.000,2400000.000,2450000.000,2500000.000,2500000.000,2475000.000,2350000.000,2245000.000,2300000.000,2295000.000,2295000.000,2325000.000,2425000.000,2400000.000,2297500.000,2375000.000,2325000.000,2400000.000,2650000.000,2612500.000,2525000.000,2624950.000,2624950.000,2624950.000,2725000.000,2669500.000,2392500.000,2407500.000,2137500.000,2200000.000,2370250.000,2380125.000,2460000.000,2850000.000,2800000.000,2900000.000,2595000.000,2900000.000,3000000.000,2535000.000,2499000.000,2412500.000,2100000.000,2100000.000,1999000.000
Gravesend,Brooklyn,neighborhood,424000.000,459000.000,459000.000,468000.000,468000.000,459000.000,459000.000,459000.000,459000.000,429000.000,429000.000,453500.000,,,399000.000,426000.000,426000.000,399000.000,388000.000,393500.000,470000.000,470000.000,452500.000,417000.000,399000.000,399000.000,399000.000,470000.000,470000.000,379000.000,415000.000,415000.000,419500.000,419500.000,419500.000,416500.000,415000.000,411500.000,416500.000,408000.000,403500.000,418000.000,438000.000,425000.000,425000.000,421500.000,418000.000,418000.000,418000.000,425000.000,425000.000,415000.000,454000.000,449999.000,499000.000,522000.000,575000.000,549000.000,548000.000,550000.000,550000.000,550000.000,544000.000,544000.000,538000.000,575000.000,582000.000,582000.000,575000.000,575000.000,582000.000,575000.000,589000.000,589000.000,534500.000,599000.000,599000.000,579000.000,574000.000,579000.000,569000.000,589000.000,599000.000,599000.000,569000.000,603500.000,603500.000,608000.000,616500.000,627500.000,625000.000,599000.000,668000.000,649000.000,644450.000,639900.000,654000.000,669000.000,669500.000,669500.000,669500.000,630000.000,668000.000,668000.000,659000.000,659000.000,645500.000,650000.000,656000.000,635500.000,628000.000,659000.000,650000.000,668000.000,668000.000,669000.000,668000.000,676500.000,674500.000,675000.000,668000.000,665000.000,650000.000,617250.000,617250.000,625000.000,624750.000,653997.000,626250.000,625000.000,624750.000,624750.000,599000.000,621750.000,599000.000,663000.000,636500.000,669000.000,630000.000,635000.000,663000.000,679000.000,680000.000,650000.000,699000.000,680000.000,685000.000,685000.000,685000.000,700000.000,674000.000,665000.000,669000.000,669000.000,674500.000,674000.000,671000.000,671000.000,675000.000,671000.000,671000.000,671000.000,657000.000,718000.000,718000.000
Greenpoint,Brooklyn,neighborhood,489000.000,499000.000,499000.000,489000.000,475000.000,422500.000,419000.000,439000.000,453000.000,459500.000,437000.000,445000.000,442000.000,499000.000,495000.000,526000.000,534000.000,567000.000,519000.000,509500.000,519000.000,508500.000,492000.000,495000.000,495000.000,549000.000,551000.000,576000.000,614000.000,599000.000,629000.000,629000.000,629000.000,595000.000,595000.000,539000.000,617000.000,595000.000,625000.000,699000.000,699000.000,631000.000,668000.000,719000.000,749000.000,799000.000,949000.000,974000.000,925000.000,917500.000,872000.000,849500.000,850000.000,807500.000,760000.000,839000.000,925000.000,964000.000,1014500.000,950000.000,932000.000,949000.000,999000.000,972000.000,932000.000,944500.000,950000.000,950000.000,937500.000,867500.000,885000.000,975000.000,,899000.000,995000.000,1175000.000,1155000.000,1087000.000,1099500.000,995000.000,996750.000,1037000.000,998500.000,1099500.000,1099000.000,1050000.000,1095000.000,1097000.000,1250000.000,1185000.000,1245000.000,1247000.000,1277820.000,1207440.000,1205140.000,1205000.000,1299000.000,1335000.000,1299500.000,1299000.000,1295000.000,1295000.000,1212000.000,1125000.000,1100000.000,1100000.000,1199000.000,1350000.000,1195000.000,1135000.000,1125000.000,1145000.000,999000.000,1032500.000,1074500.000,1035000.000,925000.000,944000.000,985000.000,949500.000,985000.000,985000.000,985000.000,949000.000,995000.000,999999.000,1045000.000,1177500.000,1195000.000,1249000.000,1195000.000,1130000.000,1100000.000,1197500.000,1150000.000,1064500.000,1024500.000,1124500.000,1182500.000,1025000.000,1137000.000,1225000.000,1217500.000,1249500.000,1210000.000,1350000.000,1495000.000,1395000.000,1350000.000,1349500.000,1239500.000,1224500.000,1224500.000,1249000.000,1350000.000,1250000.000,1362500.000,1151000.000,1075000.000,1112500.000,1375000.000,1585000.000,1675000.000,1750000.000,1480000.000
